inx,geneid,pathway,pathwayano
gene11895,CDC42,Pancreatic Cancer,Pancreatic Cancer
gene11896,PIK3R2,Pancreatic Cancer,Pancreatic Cancer
gene11897,CASP9,Endometrial Cancer,Endometrial Cancer
gene11898,SOS2,Endometrial Cancer,Endometrial Cancer
gene11899,RAF1,Endometrial Cancer,Endometrial Cancer
gene11900,ELK1,Endometrial Cancer,Endometrial Cancer
gene11901,APC2,Endometrial Cancer,Endometrial Cancer
gene11902,LEF1,Endometrial Cancer,Endometrial Cancer
gene11903,BAD,Endometrial Cancer,Endometrial Cancer
gene11904,ERBB2,Endometrial Cancer,Endometrial Cancer
gene11905,MAP2K2,Endometrial Cancer,Endometrial Cancer
gene11906,BRAF,Endometrial Cancer,Endometrial Cancer
gene11907,MLH1,Endometrial Cancer,Endometrial Cancer
gene11908,MAP2K1,Endometrial Cancer,Endometrial Cancer
gene11909,PDPK1,Endometrial Cancer,Endometrial Cancer
gene11910,ILK,Endometrial Cancer,Endometrial Cancer
gene11911,AKT1,Endometrial Cancer,Endometrial Cancer
gene11912,AKT2,Endometrial Cancer,Endometrial Cancer
gene11913,NRAS,Endometrial Cancer,Endometrial Cancer
gene11914,AKT3,Endometrial Cancer,Endometrial Cancer
gene11915,GRB2,Endometrial Cancer,Endometrial Cancer
gene11916,AXIN1,Endometrial Cancer,Endometrial Cancer
gene11917,AXIN2,Endometrial Cancer,Endometrial Cancer
gene11918,MAPK3,Endometrial Cancer,Endometrial Cancer
gene11919,TCF7,Endometrial Cancer,Endometrial Cancer
gene11920,CTNNA1,Endometrial Cancer,Endometrial Cancer
gene11921,MYC,Endometrial Cancer,Endometrial Cancer
gene11922,SOS1,Endometrial Cancer,Endometrial Cancer
gene11923,MAPK1,Endometrial Cancer,Endometrial Cancer
gene11924,TCF7L2,Endometrial Cancer,Endometrial Cancer
gene11925,PIK3R5,Endometrial Cancer,Endometrial Cancer
gene11926,HRAS,Endometrial Cancer,Endometrial Cancer
gene11927,EGFR,Endometrial Cancer,Endometrial Cancer
gene11928,GSK3B,Endometrial Cancer,Endometrial Cancer
gene11929,KRAS,Endometrial Cancer,Endometrial Cancer
gene11930,CTNNA2,Endometrial Cancer,Endometrial Cancer
gene11931,EGF,Endometrial Cancer,Endometrial Cancer
gene11932,CTNNB1,Endometrial Cancer,Endometrial Cancer
gene11933,ARAF,Endometrial Cancer,Endometrial Cancer
gene11934,CCND1,Endometrial Cancer,Endometrial Cancer
gene11935,PTEN,Endometrial Cancer,Endometrial Cancer
gene11936,PIK3R3,Endometrial Cancer,Endometrial Cancer
gene11937,TCF7L1,Endometrial Cancer,Endometrial Cancer
gene11938,FOXO3,Endometrial Cancer,Endometrial Cancer
gene11939,APC,Endometrial Cancer,Endometrial Cancer
gene11940,TP53,Endometrial Cancer,Endometrial Cancer
gene11941,PIK3CA,Endometrial Cancer,Endometrial Cancer
gene11942,PIK3CB,Endometrial Cancer,Endometrial Cancer
gene11943,PIK3CD,Endometrial Cancer,Endometrial Cancer
gene11944,CTNNA3,Endometrial Cancer,Endometrial Cancer
gene11945,PIK3CG,Endometrial Cancer,Endometrial Cancer
gene11946,PIK3R1,Endometrial Cancer,Endometrial Cancer
gene11947,PIK3R2,Endometrial Cancer,Endometrial Cancer
gene11948,CDH1,Endometrial Cancer,Endometrial Cancer
gene11949,SOS2,Glioma,Glioma
gene11950,CALM2,Glioma,Glioma
gene11951,E2F1,Glioma,Glioma
gene11952,PRKCB,Glioma,Glioma
gene11953,RAF1,Glioma,Glioma
gene11954,SHC1,Glioma,Glioma
gene11955,PRKCA,Glioma,Glioma
gene11956,CALM1,Glioma,Glioma
gene11957,IGF1,Glioma,Glioma
gene11958,MTOR,Glioma,Glioma
gene11959,IGF1R,Glioma,Glioma
gene11960,PRKCG,Glioma,Glioma
gene11961,PDGFRB,Glioma,Glioma
gene11962,MAP2K2,Glioma,Glioma
gene11963,TGFA,Glioma,Glioma
gene11964,BRAF,Glioma,Glioma
gene11965,MAP2K1,Glioma,Glioma
gene11966,MDM2,Glioma,Glioma
gene11967,RB1,Glioma,Glioma
gene11968,AKT1,Glioma,Glioma
gene11969,SHC4,Glioma,Glioma
gene11970,AKT2,Glioma,Glioma
gene11971,NRAS,Glioma,Glioma
gene11972,AKT3,Glioma,Glioma
gene11973,GRB2,Glioma,Glioma
gene11974,MAPK3,Glioma,Glioma
gene11975,SOS1,Glioma,Glioma
gene11976,MAPK1,Glioma,Glioma
gene11977,PIK3R5,Glioma,Glioma
gene11978,HRAS,Glioma,Glioma
gene11979,EGFR,Glioma,Glioma
gene11980,KRAS,Glioma,Glioma
gene11981,CDKN2A,Glioma,Glioma
gene11982,SHC3,Glioma,Glioma
gene11983,CDKN1A,Glioma,Glioma
gene11984,EGF,Glioma,Glioma
gene11985,ARAF,Glioma,Glioma
gene11986,CALML5,Glioma,Glioma
gene11987,CCND1,Glioma,Glioma
gene11988,PTEN,Glioma,Glioma
gene11989,PIK3R3,Glioma,Glioma
gene11990,PDGFA,Glioma,Glioma
gene11991,CAMK2A,Glioma,Glioma
gene11992,PDGFB,Glioma,Glioma
gene11993,CAMK2B,Glioma,Glioma
gene11994,PDGFRA,Glioma,Glioma
gene11995,CAMK2D,Glioma,Glioma
gene11996,CAMK2G,Glioma,Glioma
gene11997,CDK4,Glioma,Glioma
gene11998,TP53,Glioma,Glioma
gene11999,E2F3,Glioma,Glioma
gene12000,CALML3,Glioma,Glioma
gene12001,E2F2,Glioma,Glioma
gene12002,PIK3CA,Glioma,Glioma
gene12003,PIK3CB,Glioma,Glioma
gene12004,CDK6,Glioma,Glioma
gene12005,PIK3CD,Glioma,Glioma
gene12006,PLCG1,Glioma,Glioma
gene12007,SHC2,Glioma,Glioma
gene12008,PLCG2,Glioma,Glioma
gene12009,CALM3,Glioma,Glioma
gene12010,PIK3CG,Glioma,Glioma
gene12011,PIK3R1,Glioma,Glioma
gene12012,PIK3R2,Glioma,Glioma
gene12013,CALML6,Glioma,Glioma
gene12014,CASP9,Prostate Cancer,Prostate Cancer
gene12015,SOS2,Prostate Cancer,Prostate Cancer
gene12016,E2F1,Prostate Cancer,Prostate Cancer
gene12017,CHUK,Prostate Cancer,Prostate Cancer
gene12018,RAF1,Prostate Cancer,Prostate Cancer
gene12019,IGF1,Prostate Cancer,Prostate Cancer
gene12020,CREB3L4,Prostate Cancer,Prostate Cancer
gene12021,MTOR,Prostate Cancer,Prostate Cancer
gene12022,CREB3L1,Prostate Cancer,Prostate Cancer
gene12023,PDGFD,Prostate Cancer,Prostate Cancer
gene12024,NKX3-1,Prostate Cancer,Prostate Cancer
gene12025,IGF1R,Prostate Cancer,Prostate Cancer
gene12026,GSTP1,Prostate Cancer,Prostate Cancer
gene12027,CREB3,Prostate Cancer,Prostate Cancer
gene12028,CREBBP,Prostate Cancer,Prostate Cancer
gene12029,LEF1,Prostate Cancer,Prostate Cancer
gene12030,BAD,Prostate Cancer,Prostate Cancer
gene12031,INS,Prostate Cancer,Prostate Cancer
gene12032,PDGFRB,Prostate Cancer,Prostate Cancer
gene12033,ERBB2,Prostate Cancer,Prostate Cancer
gene12034,MAP2K2,Prostate Cancer,Prostate Cancer
gene12035,TGFA,Prostate Cancer,Prostate Cancer
gene12036,BRAF,Prostate Cancer,Prostate Cancer
gene12037,MAP2K1,Prostate Cancer,Prostate Cancer
gene12038,FGFR2,Prostate Cancer,Prostate Cancer
gene12039,PDPK1,Prostate Cancer,Prostate Cancer
gene12040,IKBKB,Prostate Cancer,Prostate Cancer
gene12041,MDM2,Prostate Cancer,Prostate Cancer
gene12042,RB1,Prostate Cancer,Prostate Cancer
gene12043,CREB1,Prostate Cancer,Prostate Cancer
gene12044,AKT1,Prostate Cancer,Prostate Cancer
gene12045,AKT2,Prostate Cancer,Prostate Cancer
gene12046,FGFR1,Prostate Cancer,Prostate Cancer
gene12047,AKT3,Prostate Cancer,Prostate Cancer
gene12048,NRAS,Prostate Cancer,Prostate Cancer
gene12049,GRB2,Prostate Cancer,Prostate Cancer
gene12050,CREB5,Prostate Cancer,Prostate Cancer
gene12051,MAPK3,Prostate Cancer,Prostate Cancer
gene12052,TCF7,Prostate Cancer,Prostate Cancer
gene12053,NFKB1,Prostate Cancer,Prostate Cancer
gene12054,INSRR,Prostate Cancer,Prostate Cancer
gene12055,NFKBIA,Prostate Cancer,Prostate Cancer
gene12056,SOS1,Prostate Cancer,Prostate Cancer
gene12057,TCF7L2,Prostate Cancer,Prostate Cancer
gene12058,MAPK1,Prostate Cancer,Prostate Cancer
gene12059,PIK3R5,Prostate Cancer,Prostate Cancer
gene12060,IKBKG,Prostate Cancer,Prostate Cancer
gene12061,HRAS,Prostate Cancer,Prostate Cancer
gene12062,EP300,Prostate Cancer,Prostate Cancer
gene12063,EGFR,Prostate Cancer,Prostate Cancer
gene12064,RELA,Prostate Cancer,Prostate Cancer
gene12065,PDGFC,Prostate Cancer,Prostate Cancer
gene12066,GSK3B,Prostate Cancer,Prostate Cancer
gene12067,KRAS,Prostate Cancer,Prostate Cancer
gene12068,CDKN1B,Prostate Cancer,Prostate Cancer
gene12069,EGF,Prostate Cancer,Prostate Cancer
gene12070,CDKN1A,Prostate Cancer,Prostate Cancer
gene12071,CTNNB1,Prostate Cancer,Prostate Cancer
gene12072,HSP90AA1,Prostate Cancer,Prostate Cancer
gene12073,ARAF,Prostate Cancer,Prostate Cancer
gene12074,AR,Prostate Cancer,Prostate Cancer
gene12075,CREB3L3,Prostate Cancer,Prostate Cancer
gene12076,HSP90B1,Prostate Cancer,Prostate Cancer
gene12077,SRD5A2,Prostate Cancer,Prostate Cancer
gene12078,CREB3L2,Prostate Cancer,Prostate Cancer
gene12079,CCND1,Prostate Cancer,Prostate Cancer
gene12080,PTEN,Prostate Cancer,Prostate Cancer
gene12081,PIK3R3,Prostate Cancer,Prostate Cancer
gene12082,BCL2,Prostate Cancer,Prostate Cancer
gene12083,PDGFA,Prostate Cancer,Prostate Cancer
gene12084,PDGFB,Prostate Cancer,Prostate Cancer
gene12085,TCF7L1,Prostate Cancer,Prostate Cancer
gene12086,FOXO1,Prostate Cancer,Prostate Cancer
gene12087,PDGFRA,Prostate Cancer,Prostate Cancer
gene12088,CDK2,Prostate Cancer,Prostate Cancer
gene12089,HSP90AB1,Prostate Cancer,Prostate Cancer
gene12090,TP53,Prostate Cancer,Prostate Cancer
gene12091,E2F3,Prostate Cancer,Prostate Cancer
gene12092,E2F2,Prostate Cancer,Prostate Cancer
gene12093,PIK3CA,Prostate Cancer,Prostate Cancer
gene12094,PIK3CB,Prostate Cancer,Prostate Cancer
gene12095,CCNE2,Prostate Cancer,Prostate Cancer
gene12096,PIK3CD,Prostate Cancer,Prostate Cancer
gene12097,KLK3,Prostate Cancer,Prostate Cancer
gene12098,ATF4,Prostate Cancer,Prostate Cancer
gene12099,PIK3CG,Prostate Cancer,Prostate Cancer
gene12100,CCNE1,Prostate Cancer,Prostate Cancer
gene12101,PIK3R1,Prostate Cancer,Prostate Cancer
gene12102,PIK3R2,Prostate Cancer,Prostate Cancer
gene12103,PAX8,Thyroid Cancer,Thyroid Cancer
gene12104,HRAS,Thyroid Cancer,Thyroid Cancer
gene12105,CCDC6,Thyroid Cancer,Thyroid Cancer
gene12106,TFG,Thyroid Cancer,Thyroid Cancer
gene12107,NCOA4,Thyroid Cancer,Thyroid Cancer
gene12108,KRAS,Thyroid Cancer,Thyroid Cancer
gene12109,CTNNB1,Thyroid Cancer,Thyroid Cancer
gene12110,LEF1,Thyroid Cancer,Thyroid Cancer
gene12111,CCND1,Thyroid Cancer,Thyroid Cancer
gene12112,MAP2K2,Thyroid Cancer,Thyroid Cancer
gene12113,TCF7L1,Thyroid Cancer,Thyroid Cancer
gene12114,BRAF,Thyroid Cancer,Thyroid Cancer
gene12115,MAP2K1,Thyroid Cancer,Thyroid Cancer
gene12116,RXRB,Thyroid Cancer,Thyroid Cancer
gene12117,RXRG,Thyroid Cancer,Thyroid Cancer
gene12118,RXRA,Thyroid Cancer,Thyroid Cancer
gene12119,PPARG,Thyroid Cancer,Thyroid Cancer
gene12120,TP53,Thyroid Cancer,Thyroid Cancer
gene12121,RET,Thyroid Cancer,Thyroid Cancer
gene12122,NRAS,Thyroid Cancer,Thyroid Cancer
gene12123,TPR,Thyroid Cancer,Thyroid Cancer
gene12124,MAPK3,Thyroid Cancer,Thyroid Cancer
gene12125,TCF7,Thyroid Cancer,Thyroid Cancer
gene12126,NTRK1,Thyroid Cancer,Thyroid Cancer
gene12127,MYC,Thyroid Cancer,Thyroid Cancer
gene12128,TPM3,Thyroid Cancer,Thyroid Cancer
gene12129,CDH1,Thyroid Cancer,Thyroid Cancer
gene12130,MAPK1,Thyroid Cancer,Thyroid Cancer
gene12131,TCF7L2,Thyroid Cancer,Thyroid Cancer
gene12132,HHIP,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12133,FZD1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12134,APC2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12135,FZD4,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12136,FZD6,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12137,PTCH2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12138,FZD7,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12139,FZD8,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12140,LEF1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12141,FZD9,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12142,WNT3A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12143,DVL3,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12144,WNT9B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12145,DVL2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12146,WNT9A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12147,FZD3,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12148,DVL1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12149,WNT2B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12150,WNT11,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12151,WNT10B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12152,SMO,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12153,AXIN1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12154,WNT4,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12155,WNT10A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12156,AXIN2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12157,TCF7,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12158,TCF7L2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12159,SHH,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12160,WNT1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12161,GSK3B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12162,WNT7A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12163,WNT7B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12164,WNT8A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12165,WNT8B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12166,WNT2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12167,WNT3,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12168,WNT5A,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12169,CTNNB1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12170,WNT6,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12171,STK36,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12172,FZD10,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12173,WNT5B,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12174,FZD5,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12175,GLI1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12176,TCF7L1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12177,BMP4,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12178,SUFU,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12179,APC,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12180,BMP2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12181,GLI2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12182,PTCH1,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12183,GLI3,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12184,WNT16,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12185,TP53,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12186,FZD2,Basal Cell Carcinoma,Basal Cell Carcinoma
gene12187,E2F1,Melanoma,Melanoma
gene12188,RAF1,Melanoma,Melanoma
gene12189,FGF9,Melanoma,Melanoma
gene12190,HGF,Melanoma,Melanoma
gene12191,FGF8,Melanoma,Melanoma
gene12192,FGF7,Melanoma,Melanoma
gene12193,IGF1,Melanoma,Melanoma
gene12194,FGF6,Melanoma,Melanoma
gene12195,FGF5,Melanoma,Melanoma
gene12196,PDGFD,Melanoma,Melanoma
gene12197,IGF1R,Melanoma,Melanoma
gene12198,FGF3,Melanoma,Melanoma
gene12199,FGF4,Melanoma,Melanoma
gene12200,FGF1,Melanoma,Melanoma
gene12201,FGF2,Melanoma,Melanoma
gene12202,FGF21,Melanoma,Melanoma
gene12203,BAD,Melanoma,Melanoma
gene12204,PDGFRB,Melanoma,Melanoma
gene12205,MAP2K2,Melanoma,Melanoma
gene12206,BRAF,Melanoma,Melanoma
gene12207,MAP2K1,Melanoma,Melanoma
gene12208,MDM2,Melanoma,Melanoma
gene12209,RB1,Melanoma,Melanoma
gene12210,AKT1,Melanoma,Melanoma
gene12211,AKT2,Melanoma,Melanoma
gene12212,FGFR1,Melanoma,Melanoma
gene12213,FGF14,Melanoma,Melanoma
gene12214,FGF17,Melanoma,Melanoma
gene12215,FGF16,Melanoma,Melanoma
gene12216,AKT3,Melanoma,Melanoma
gene12217,NRAS,Melanoma,Melanoma
gene12218,FGF10,Melanoma,Melanoma
gene12219,FGF11,Melanoma,Melanoma
gene12220,FGF12,Melanoma,Melanoma
gene12221,FGF13,Melanoma,Melanoma
gene12222,MAPK3,Melanoma,Melanoma
gene12223,FGF19,Melanoma,Melanoma
gene12224,MAPK1,Melanoma,Melanoma
gene12225,PIK3R5,Melanoma,Melanoma
gene12226,FGF20,Melanoma,Melanoma
gene12227,HRAS,Melanoma,Melanoma
gene12228,EGFR,Melanoma,Melanoma
gene12229,PDGFC,Melanoma,Melanoma
gene12230,CDKN2A,Melanoma,Melanoma
gene12231,KRAS,Melanoma,Melanoma
gene12232,CDKN1A,Melanoma,Melanoma
gene12233,EGF,Melanoma,Melanoma
gene12234,FGF23,Melanoma,Melanoma
gene12235,FGF18,Melanoma,Melanoma
gene12236,ARAF,Melanoma,Melanoma
gene12237,MET,Melanoma,Melanoma
gene12238,CCND1,Melanoma,Melanoma
gene12239,PTEN,Melanoma,Melanoma
gene12240,PIK3R3,Melanoma,Melanoma
gene12241,PDGFA,Melanoma,Melanoma
gene12242,FGF22,Melanoma,Melanoma
gene12243,PDGFB,Melanoma,Melanoma
gene12244,PDGFRA,Melanoma,Melanoma
gene12245,CDK4,Melanoma,Melanoma
gene12246,TP53,Melanoma,Melanoma
gene12247,E2F3,Melanoma,Melanoma
gene12248,E2F2,Melanoma,Melanoma
gene12249,PIK3CA,Melanoma,Melanoma
gene12250,PIK3CB,Melanoma,Melanoma
gene12251,CDK6,Melanoma,Melanoma
gene12252,PIK3CD,Melanoma,Melanoma
gene12253,MITF,Melanoma,Melanoma
gene12254,PIK3CG,Melanoma,Melanoma
gene12255,PIK3R1,Melanoma,Melanoma
gene12256,PIK3R2,Melanoma,Melanoma
gene12257,CDH1,Melanoma,Melanoma
gene12258,HRAS,Bladder Cancer,Bladder Cancer
gene12259,E2F1,Bladder Cancer,Bladder Cancer
gene12260,RAF1,Bladder Cancer,Bladder Cancer
gene12261,EGFR,Bladder Cancer,Bladder Cancer
gene12262,CDKN2A,Bladder Cancer,Bladder Cancer
gene12263,KRAS,Bladder Cancer,Bladder Cancer
gene12264,EGF,Bladder Cancer,Bladder Cancer
gene12265,CDKN1A,Bladder Cancer,Bladder Cancer
gene12266,TYMP,Bladder Cancer,Bladder Cancer
gene12267,VEGFA,Bladder Cancer,Bladder Cancer
gene12268,ARAF,Bladder Cancer,Bladder Cancer
gene12269,VEGFC,Bladder Cancer,Bladder Cancer
gene12270,VEGFB,Bladder Cancer,Bladder Cancer
gene12271,PGF,Bladder Cancer,Bladder Cancer
gene12272,CXCL8,Bladder Cancer,Bladder Cancer
gene12273,CCND1,Bladder Cancer,Bladder Cancer
gene12274,ERBB2,Bladder Cancer,Bladder Cancer
gene12275,MMP2,Bladder Cancer,Bladder Cancer
gene12276,MMP1,Bladder Cancer,Bladder Cancer
gene12277,MAP2K2,Bladder Cancer,Bladder Cancer
gene12278,RPS6KA5,Bladder Cancer,Bladder Cancer
gene12279,BRAF,Bladder Cancer,Bladder Cancer
gene12280,MMP9,Bladder Cancer,Bladder Cancer
gene12281,MAP2K1,Bladder Cancer,Bladder Cancer
gene12282,CDK4,Bladder Cancer,Bladder Cancer
gene12283,MDM2,Bladder Cancer,Bladder Cancer
gene12284,RB1,Bladder Cancer,Bladder Cancer
gene12285,VEGFD,Bladder Cancer,Bladder Cancer
gene12286,RASSF1,Bladder Cancer,Bladder Cancer
gene12287,TP53,Bladder Cancer,Bladder Cancer
gene12288,E2F3,Bladder Cancer,Bladder Cancer
gene12289,FGFR3,Bladder Cancer,Bladder Cancer
gene12290,E2F2,Bladder Cancer,Bladder Cancer
gene12291,NRAS,Bladder Cancer,Bladder Cancer
gene12292,MAPK3,Bladder Cancer,Bladder Cancer
gene12293,DAPK3,Bladder Cancer,Bladder Cancer
gene12294,DAPK2,Bladder Cancer,Bladder Cancer
gene12295,DAPK1,Bladder Cancer,Bladder Cancer
gene12296,THBS1,Bladder Cancer,Bladder Cancer
gene12297,MYC,Bladder Cancer,Bladder Cancer
gene12298,CDH1,Bladder Cancer,Bladder Cancer
gene12299,MAPK1,Bladder Cancer,Bladder Cancer
gene12300,SOS2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12301,E2F1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12302,CHUK,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12303,PTPN11,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12304,RAF1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12305,SHC1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12306,BAD,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12307,CTBP2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12308,CTBP1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12309,MAP2K2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12310,BRAF,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12311,MECOM,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12312,MAP2K1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12313,IKBKB,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12314,MDM2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12315,RB1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12316,ABL1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12317,AKT1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12318,AKT2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12319,SHC4,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12320,AKT3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12321,NRAS,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12322,GRB2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12323,STAT5B,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12324,SMAD3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12325,MAPK3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12326,STAT5A,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12327,SMAD4,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12328,NFKB1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12329,NFKBIA,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12330,SOS1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12331,MYC,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12332,MAPK1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12333,RUNX1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12334,PIK3R5,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12335,IKBKG,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12336,HRAS,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12337,RELA,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12338,GAB2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12339,CBLB,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12340,CDKN2A,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12341,KRAS,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12342,CBL,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12343,SHC3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12344,CDKN1B,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12345,CDKN1A,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12346,TGFB2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12347,TGFB1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12348,ARAF,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12349,TGFBR2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12350,TGFBR1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12351,TGFB3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12352,CCND1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12353,PIK3R3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12354,BCL2L1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12355,CDK4,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12356,CBLC,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12357,TP53,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12358,E2F3,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12359,E2F2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12360,CRK,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12361,PIK3CA,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12362,PIK3CB,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12363,CDK6,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12364,CRKL,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12365,PIK3CD,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12366,SHC2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12367,HDAC1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
